,id_No,lake_name,source,metadata
90,91,Kossou,hydroweb,"{'basin': 'Bandama', 'source': 'hydroweb', 'status': 'operational', 'country': 'Ivory-Coast', 'end_date': '2020-09-21 22:18', 'latitude': 7.33, 'lake_name': 'Kossou', 'longitude': -5.57, 'identifier': 'L_kossou', 'start_date': '2016-03-21 00:26'}"
91,92,Krasnoyarskoye,hydroweb,"{'basin': 'Yenisei', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-10-04 04:53', 'latitude': 54.82, 'lake_name': 'Krasnoyarskoye', 'longitude': 90.94, 'identifier': 'L_krasnoyarskoye', 'start_date': '2002-10-07 14:09'}"
92,93,Kremenchutska,hydroweb,"{'basin': 'Dniepr', 'source': 'hydroweb', 'status': 'operational', 'country': 'Ukraine', 'end_date': '2020-09-30 09:02', 'latitude': 49.26, 'lake_name': 'Kremenchutska', 'longitude': 32.69, 'identifier': 'L_kremenchutska', 'start_date': '1992-10-10 15:35'}"
93,94,Kubenskoye,hydroweb,"{'basin': 'northern-dvina', 'source': 'hydroweb', 'status': 'research', 'country': 'Russia', 'end_date': '2020-03-20 19:39', 'latitude': 59.6, 'lake_name': 'Kubenskoye', 'longitude': 39.5, 'identifier': 'L_kubenskoye', 'start_date': '2016-03-03 23:54'}"
94,95,Kulundinskoye,hydroweb,"{'basin': 'Tchany', 'source': 'hydroweb', 'status': 'research', 'country': 'Russia', 'end_date': '2020-03-29 19:39', 'latitude': 53.0, 'lake_name': 'Kulundinskoye', 'longitude': 79.5, 'identifier': 'L_kulundinskoye', 'start_date': '2016-03-13 00:30'}"
95,96,Kumskoye,hydroweb,"{'basin': 'Kem', 'source': 'hydroweb', 'status': 'research', 'country': 'Russia', 'end_date': '2020-03-29 19:39', 'latitude': 65.75, 'lake_name': 'Kumskoye', 'longitude': 31.8, 'identifier': 'L_kumskoye', 'start_date': '2008-07-20 01:13'}"
96,97,Kuybyshevskoye,hydroweb,"{'basin': 'Volga', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-09-29 08:43', 'latitude': 54.63, 'lake_name': 'Kuybyshevskoye', 'longitude': 48.86, 'identifier': 'L_kuybyshevskoye', 'start_date': '1992-09-28 22:30'}"
97,98,Kwania,hydroweb,"{'basin': 'Nile', 'source': 'hydroweb', 'status': 'research', 'country': 'Uganda', 'end_date': '2020-03-21 19:10', 'latitude': 1.75, 'lake_name': 'Kwania', 'longitude': 32.75, 'identifier': 'L_kwania', 'start_date': '2008-07-11 00:36'}"
98,99,Kyoga,hydroweb,"{'basin': 'Nile', 'source': 'hydroweb', 'status': 'operational', 'country': 'Uganda', 'end_date': '2020-10-03 18:15', 'latitude': 1.48, 'lake_name': 'Kyoga', 'longitude': 33.01, 'identifier': 'L_kyoga', 'start_date': '1992-09-27 20:09'}"
99,100,Ladoga,hydroweb,"{'basin': 'Neva', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-10-06 09:24', 'latitude': 60.83, 'lake_name': 'Ladoga', 'longitude': 31.37, 'identifier': 'L_ladoga', 'start_date': '1992-09-27 02:35'}"
100,101,Lagdo,hydroweb,"{'basin': 'Niger', 'source': 'hydroweb', 'status': 'research', 'country': 'Cameroon', 'end_date': '2020-03-19 19:03', 'latitude': 8.9, 'lake_name': 'Lagdo', 'longitude': 13.9, 'identifier': 'L_lagdo', 'start_date': '2013-03-26 18:56'}"
101,102,Lagoa_do_patos,hydroweb,"{'basin': 'Brazilsoutheast', 'source': 'hydroweb', 'status': 'operational', 'country': 'Brazil', 'end_date': '2020-10-02 11:09', 'latitude': -31.13, 'lake_name': 'Lagoa_do_patos', 'longitude': -51.36, 'identifier': 'L_lagoa_do_patos', 'start_date': '1992-10-16 03:21'}"
102,103,Langa-co,hydroweb,"{'basin': 'Indus', 'source': 'hydroweb', 'status': 'operational', 'country': 'China', 'end_date': '2020-10-06 03:35', 'latitude': 30.65, 'lake_name': 'Langa-co', 'longitude': 81.24, 'identifier': 'L_langa-co', 'start_date': '2009-04-14 07:04'}"
103,104,Langano,hydroweb,"{'basin': 'Great Rift Valley', 'source': 'hydroweb', 'status': 'operational', 'country': 'Ethiopia', 'end_date': '2020-09-22 07:29', 'latitude': 7.62, 'lake_name': 'Langano', 'longitude': 38.75, 'identifier': 'L_langano', 'start_date': '2016-03-22 01:07'}"
104,105,Lixiodain-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'operational', 'country': 'China', 'end_date': '2020-09-29 15:35', 'latitude': 35.75, 'lake_name': 'Lixiodain-co', 'longitude': 90.2, 'identifier': 'L_lixiodain-co', 'start_date': '1997-04-22 07:48'}"
105,106,Llanquihue,hydroweb,"{'basin': 'ChileSouth', 'source': 'hydroweb', 'status': 'research', 'country': 'Chile', 'end_date': '2014-10-22 17:39', 'latitude': -41.14, 'lake_name': 'Llanquihue', 'longitude': -72.82, 'identifier': 'L_llanquihue', 'start_date': '2002-10-01 18:00'}"
106,107,Lumajangdong-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2019-03-28 19:03', 'latitude': 34.0, 'lake_name': 'Lumajangdong-co', 'longitude': 81.65, 'identifier': 'L_lumajangdong-co', 'start_date': '2002-11-10 04:04'}"
107,108,Malawi,hydroweb,"{'basin': 'Zambezi', 'source': 'hydroweb', 'status': 'operational', 'country': 'Malawi&Mozambique&Tanzania', 'end_date': '2020-10-03 06:01', 'latitude': -12.0, 'lake_name': 'Malawi', 'longitude': 34.5, 'identifier': 'L_malawi', 'start_date': '1992-09-28 04:56'}"
108,109,Managua,hydroweb,"{'basin': 'San Juan', 'source': 'hydroweb', 'status': 'research', 'country': 'Nicaragua', 'end_date': '2015-01-26 20:12', 'latitude': 12.35, 'lake_name': 'Managua', 'longitude': -86.35, 'identifier': 'L_managua', 'start_date': '2002-10-30 22:47'}"
109,110,Mangbeto,hydroweb,"{'basin': 'Mono', 'source': 'hydroweb', 'status': 'research', 'country': 'Togo', 'end_date': '2020-03-21 19:10', 'latitude': 7.45, 'lake_name': 'Mangbeto', 'longitude': 1.4, 'identifier': 'L_mangbeto', 'start_date': '2016-03-24 00:17'}"
110,111,Manitoba,hydroweb,"{'basin': 'Nelson', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-09-30 17:15', 'latitude': 50.98, 'lake_name': 'Manitoba', 'longitude': -98.77, 'identifier': 'L_manitoba', 'start_date': '2000-01-22 23:02'}"
111,112,Mapam-yamco,hydroweb,"{'basin': 'Indus', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2014-10-16 17:17', 'latitude': 30.7, 'lake_name': 'Mapam-yamco', 'longitude': 81.5, 'identifier': 'L_mapam-yamco', 'start_date': '2002-10-22 13:19'}"
112,113,Maracaibo,hydroweb,"{'basin': 'Venezuela', 'source': 'hydroweb', 'status': 'research', 'country': 'Venezuela', 'end_date': '2010-10-05 09:35', 'latitude': 9.67, 'lake_name': 'Maracaibo', 'longitude': -71.5, 'identifier': 'L_maracaibo', 'start_date': '2002-10-16 08:24'}"
113,114,Mead,hydroweb,"{'basin': 'Colorado', 'source': 'hydroweb', 'status': 'research', 'country': 'USA', 'end_date': '2014-12-29 00:21', 'latitude': 36.13, 'lake_name': 'Mead', 'longitude': -114.45, 'identifier': 'L_mead', 'start_date': '2000-06-14 10:22'}"
114,115,Michigan,hydroweb,"{'basin': 'St-Lawrence', 'source': 'hydroweb', 'status': 'operational', 'country': 'USA', 'end_date': '2020-10-02 16:25', 'latitude': 44.0, 'lake_name': 'Michigan', 'longitude': -87.0, 'identifier': 'L_michigan', 'start_date': '1992-09-27 02:35'}"
115,116,Migriggyangzham,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'operational', 'country': 'China', 'end_date': '2020-09-28 14:24', 'latitude': 33.45, 'lake_name': 'Migriggyangzham', 'longitude': 90.33, 'identifier': 'L_migriggyangzham', 'start_date': '1993-02-08 07:47'}"
116,117,Mingacevir,hydroweb,"{'basin': 'Kura', 'source': 'hydroweb', 'status': 'research', 'country': 'Azerbaidjan', 'end_date': '2015-02-02 20:06', 'latitude': 40.9, 'lake_name': 'Mingacevir', 'longitude': 46.8, 'identifier': 'L_mingacevir', 'start_date': '2002-09-01 02:09'}"
117,118,Moeckeln,hydroweb,"{'basin': 'Sweeden', 'source': 'hydroweb', 'status': 'research', 'country': 'Sweeden', 'end_date': '2019-10-24 17:46', 'latitude': 56.67, 'lake_name': 'Moeckeln', 'longitude': 14.18, 'identifier': 'L_moeckeln', 'start_date': '2016-06-26 13:12'}"
118,119,Mossoul,hydroweb,"{'basin': 'Tigris-Euphrates', 'source': 'hydroweb', 'status': 'operational', 'country': 'Irak', 'end_date': '2020-09-30 16:58', 'latitude': 36.68, 'lake_name': 'Mossoul', 'longitude': 42.9, 'identifier': 'L_mossoul', 'start_date': '1992-10-16 03:21'}"
119,120,Mweru,hydroweb,"{'basin': 'Congo', 'source': 'hydroweb', 'status': 'operational', 'country': 'Congo&Zambia', 'end_date': '2020-09-27 07:37', 'latitude': -8.98, 'lake_name': 'Mweru', 'longitude': 28.74, 'identifier': 'L_mweru', 'start_date': '1992-10-16 12:08'}"
120,121,Naivasha,hydroweb,"{'basin': 'GreatRiftValley', 'source': 'hydroweb', 'status': 'research', 'country': 'Kenya', 'end_date': '2020-03-28 19:03', 'latitude': -0.76, 'lake_name': 'Naivasha', 'longitude': 36.35, 'identifier': 'L_naivasha', 'start_date': '2016-03-03 23:54'}"
121,122,Namco,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'operational', 'country': 'China', 'end_date': '2020-09-25 15:37', 'latitude': 30.71, 'lake_name': 'Namco', 'longitude': 90.62, 'identifier': 'L_namco', 'start_date': '1995-06-05 03:00'}"
122,123,Nasser,hydroweb,"{'basin': 'Nile', 'source': 'hydroweb', 'status': 'operational', 'country': 'Egypt', 'end_date': '2020-10-05 19:38', 'latitude': 22.8, 'lake_name': 'Nasser', 'longitude': 32.57, 'identifier': 'L_nasser', 'start_date': '1992-09-27 02:35'}"
123,124,Nettiling,hydroweb,"{'basin': 'HudsonBay', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2011-11-15 00:14', 'latitude': 66.53, 'lake_name': 'Nettiling', 'longitude': -70.17, 'identifier': 'L_nettiling', 'start_date': '1992-09-26 02:35'}"
124,125,Nezahualcoyoti,hydroweb,"{'basin': 'Grisalva', 'source': 'hydroweb', 'status': 'operational', 'country': 'Mexico', 'end_date': '2020-09-13 16:25', 'latitude': 17.16, 'lake_name': 'Nezahualcoyoti', 'longitude': -93.65, 'identifier': 'L_nezahualcoyoti', 'start_date': '1995-05-29 16:23'}"
125,126,Ngangla-ringco,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-03-31 18:42', 'latitude': 31.56, 'lake_name': 'Ngangla-ringco', 'longitude': 83.05, 'identifier': 'L_ngangla-ringco', 'start_date': '2002-10-19 15:14'}"
126,127,Ngangze,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'operational', 'country': 'China', 'end_date': '2020-10-02 04:01', 'latitude': 31.0, 'lake_name': 'Ngangze', 'longitude': 87.1, 'identifier': 'L_ngangze', 'start_date': '1992-09-27 02:35'}"
127,128,Ngoring-co,hydroweb,"{'basin': 'Yellow', 'source': 'hydroweb', 'status': 'operational', 'country': 'China', 'end_date': '2020-10-04 15:04', 'latitude': 34.9, 'lake_name': 'Ngoring-co', 'longitude': 97.7, 'identifier': 'L_ngoring-co', 'start_date': '1992-10-12 11:31'}"
128,129,Nicaragua,hydroweb,"{'basin': 'San Juan', 'source': 'hydroweb', 'status': 'operational', 'country': 'Nicaragua', 'end_date': '2020-09-28 15:35', 'latitude': 11.5, 'lake_name': 'Nicaragua', 'longitude': -85.5, 'identifier': 'L_nicaragua', 'start_date': '1992-10-12 11:31'}"
129,130,Novosibirskoye,hydroweb,"{'basin': 'Ob', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-09-30 13:06', 'latitude': 54.58, 'lake_name': 'Novosibirskoye', 'longitude': 82.48, 'identifier': 'L_novosibirskoye', 'start_date': '1992-10-19 19:12'}"
130,131,Nueltin,hydroweb,"{'basin': 'Thlewiaza', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-10-01 18:51', 'latitude': 60.4, 'lake_name': 'Nueltin', 'longitude': -99.58, 'identifier': 'L_nueltin', 'start_date': '1992-10-23 11:02'}"
131,132,Nyuk,hydroweb,"{'basin': 'Kem', 'source': 'hydroweb', 'status': 'research', 'country': 'Russia', 'end_date': '2020-02-28 09:53', 'latitude': 64.45, 'lake_name': 'Nyuk', 'longitude': 31.9, 'identifier': 'L_nyuk', 'start_date': '2008-07-11 00:36'}"
132,133,Oahe,hydroweb,"{'basin': 'Mississippi', 'source': 'hydroweb', 'status': 'research', 'country': 'USA', 'end_date': '2020-03-31 18:42', 'latitude': 45.02, 'lake_name': 'Oahe', 'longitude': -100.34, 'identifier': 'L_oahe', 'start_date': '1995-05-29 16:23'}"
133,134,Okanagan,hydroweb,"{'basin': 'Columbia', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2019-10-18 17:25', 'latitude': 49.85, 'lake_name': 'Okanagan', 'longitude': -119.5, 'identifier': 'L_okanagan', 'start_date': '2008-02-18 12:08'}"
134,135,Old-wives,hydroweb,"{'basin': 'old-wives', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-03-21 19:10', 'latitude': 50.09, 'lake_name': 'Old-wives', 'longitude': -105.96, 'identifier': 'L_old-wives', 'start_date': '2016-03-24 00:17'}"
135,136,Onega,hydroweb,"{'basin': 'Neva', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-10-04 18:34', 'latitude': 61.6, 'lake_name': 'Onega', 'longitude': 35.6, 'identifier': 'L_onega', 'start_date': '1992-10-15 09:47'}"
136,137,Ontario,hydroweb,"{'basin': 'St-Lawrence', 'source': 'hydroweb', 'status': 'operational', 'country': 'USA&Canada', 'end_date': '2020-10-02 02:31', 'latitude': 43.7, 'lake_name': 'Ontario', 'longitude': -78.03, 'identifier': 'L_ontario', 'start_date': '1992-10-14 16:13'}"
137,138,Opinac,hydroweb,"{'basin': 'Opinaca', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-09-30 16:33', 'latitude': 52.5, 'lake_name': 'Opinac', 'longitude': -76.3, 'identifier': 'L_opinac', 'start_date': '1992-10-11 09:10'}"
138,139,Oulu,hydroweb,"{'basin': 'Oulujoki', 'source': 'hydroweb', 'status': 'research', 'country': 'Finland', 'end_date': '2020-04-10 05:24', 'latitude': 64.4, 'lake_name': 'Oulu', 'longitude': 27.0, 'identifier': 'L_oulu', 'start_date': '2008-07-13 00:50'}"
139,140,Peipus,hydroweb,"{'basin': 'Narva', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia&Estonia', 'end_date': '2020-09-29 10:37', 'latitude': 58.44, 'lake_name': 'Peipus', 'longitude': 27.5, 'identifier': 'L_peipus', 'start_date': '1992-10-20 12:46'}"
140,141,Poopo,hydroweb,"{'basin': 'Desaguadero', 'source': 'hydroweb', 'status': 'research', 'country': 'Boliva', 'end_date': '2016-01-19 07:37', 'latitude': -18.8, 'lake_name': 'Poopo', 'longitude': -67.0, 'identifier': 'L_poopo', 'start_date': '2000-02-17 13:57'}"
141,142,Poyang,hydroweb,"{'basin': 'Yangtze', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2020-03-25 19:25', 'latitude': 29.08, 'lake_name': 'Poyang', 'longitude': 116.28, 'identifier': 'L_poyang', 'start_date': '1995-06-21 01:10'}"
142,143,Pung-co,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'research', 'country': 'China', 'end_date': '2014-10-14 18:14', 'latitude': 31.45, 'lake_name': 'Pung-co', 'longitude': 90.96, 'identifier': 'L_pung-co', 'start_date': '1995-06-05 03:00'}"
143,144,Qadisiyah,hydroweb,"{'basin': 'tigris-euphrates', 'source': 'hydroweb', 'status': 'research', 'country': 'Iraq', 'end_date': '2020-03-31 18:42', 'latitude': 34.31, 'lake_name': 'Qadisiyah', 'longitude': 42.3, 'identifier': 'L_qadisiyah', 'start_date': '1995-07-26 11:16'}"
144,145,Razazah,hydroweb,"{'basin': 'tigris-euphrates', 'source': 'hydroweb', 'status': 'research', 'country': 'Iraq', 'end_date': '2016-03-16 23:55', 'latitude': 32.75, 'lake_name': 'Razazah', 'longitude': 43.59, 'identifier': 'L_razazah', 'start_date': '1994-12-16 17:20'}"
145,146,Roseires,hydroweb,"{'basin': 'Nile', 'source': 'hydroweb', 'status': 'research', 'country': 'Sudan', 'end_date': '2015-02-03 19:37', 'latitude': 11.62, 'lake_name': 'Roseires', 'longitude': 34.38, 'identifier': 'L_roseires', 'start_date': '2002-10-23 15:35'}"
146,147,Rukwa,hydroweb,"{'basin': 'Rukwa', 'source': 'hydroweb', 'status': 'operational', 'country': 'Tanzania', 'end_date': '2020-10-04 19:55', 'latitude': -8.0, 'lake_name': 'Rukwa', 'longitude': 32.42, 'identifier': 'L_rukwa', 'start_date': '1992-10-21 15:07'}"
147,148,Rybinskoye,hydroweb,"{'basin': 'Volga', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-10-01 15:18', 'latitude': 58.44, 'lake_name': 'Rybinskoye', 'longitude': 38.42, 'identifier': 'L_rybinskoye', 'start_date': '1992-09-26 00:14'}"
148,149,Saint_jean,hydroweb,"{'basin': 'Saguenay', 'source': 'hydroweb', 'status': 'operational', 'country': 'Canada', 'end_date': '2020-09-30 00:02', 'latitude': 48.56, 'lake_name': 'Saint_jean', 'longitude': -72.0, 'identifier': 'L_saint_jean', 'start_date': '1992-10-09 13:14'}"
149,150,Sakakawea,hydroweb,"{'basin': 'Mississippi', 'source': 'hydroweb', 'status': 'operational', 'country': 'USA', 'end_date': '2020-09-29 18:02', 'latitude': 47.6, 'lake_name': 'Sakakawea', 'longitude': -102.0, 'identifier': 'L_sakakawea', 'start_date': '1992-10-17 14:29'}"
150,151,Saksak,hydroweb,"{'basin': 'Tigris-Euphrates', 'source': 'hydroweb', 'status': 'operational', 'country': 'Turkey', 'end_date': '2020-09-27 17:45', 'latitude': 38.48, 'lake_name': 'Saksak', 'longitude': 38.47, 'identifier': 'L_saksak', 'start_date': '1992-12-02 17:16'}"
151,152,Salton,hydroweb,"{'basin': 'USA Internal Bassin', 'source': 'hydroweb', 'status': 'research', 'country': 'USA', 'end_date': '2019-10-06 17:45', 'latitude': 33.3, 'lake_name': 'Salton', 'longitude': -115.8, 'identifier': 'L_salton', 'start_date': '2008-07-31 01:00'}"
152,153,Sandy,hydroweb,"{'basin': 'Severn', 'source': 'hydroweb', 'status': 'research', 'country': 'Canada', 'end_date': '2020-03-19 19:03', 'latitude': 53.0, 'lake_name': 'Sandy', 'longitude': -93.0, 'identifier': 'L_sandy', 'start_date': '2016-03-23 00:40'}"
153,154,San_martin,hydroweb,"{'basin': 'Mayer', 'source': 'hydroweb', 'status': 'operational', 'country': 'Argentina&Chile', 'end_date': '2020-10-05 03:29', 'latitude': -48.86, 'lake_name': 'San_martin', 'longitude': -72.65, 'identifier': 'L_san_martin', 'start_date': '2016-03-18 00:35'}"
154,155,Saratovskoye,hydroweb,"{'basin': 'Volga', 'source': 'hydroweb', 'status': 'operational', 'country': 'Russia', 'end_date': '2020-10-02 07:54', 'latitude': 52.45, 'lake_name': 'Saratovskoye', 'longitude': 48.15, 'identifier': 'L_saratovskoye', 'start_date': '1992-10-16 03:21'}"
155,156,Sarykamish,hydroweb,"{'basin': 'Amudarya', 'source': 'hydroweb', 'status': 'operational', 'country': 'Turkmenistan&Uzbekistan', 'end_date': '2020-10-03 06:19', 'latitude': 41.9, 'lake_name': 'Sarykamish', 'longitude': 57.4, 'identifier': 'L_sarykamish', 'start_date': '1992-09-28 04:56'}"
156,157,Sasykkol,hydroweb,"{'basin': 'Mongolian', 'source': 'hydroweb', 'status': 'operational', 'country': 'Kazakstan', 'end_date': '2020-09-24 06:52', 'latitude': 46.58, 'lake_name': 'Sasykkol', 'longitude': 81.0, 'identifier': 'L_sasykkol', 'start_date': '2008-07-31 06:43'}"
157,158,Saysan,hydroweb,"{'basin': 'Ob', 'source': 'hydroweb', 'status': 'research', 'country': 'Kazakstan', 'end_date': '2020-03-31 18:42', 'latitude': 48.0, 'lake_name': 'Saysan', 'longitude': 83.93, 'identifier': 'L_saysan', 'start_date': '2000-01-22 23:02'}"
158,159,Segozerskoye,hydroweb,"{'basin': 'Nyzhny Vyg', 'source': 'hydroweb', 'status': 'operational', 'country': 'russia', 'end_date': '2020-10-04 18:35', 'latitude': 63.3, 'lake_name': 'Segozerskoye', 'longitude': 33.6, 'identifier': 'L_segozerskoye', 'start_date': '2008-07-15 01:03'}"
159,160,Sevan,hydroweb,"{'basin': 'ozero sevan', 'source': 'hydroweb', 'status': 'research', 'country': 'Armenia', 'end_date': '2020-04-04 06:07', 'latitude': 40.28, 'lake_name': 'Sevan', 'longitude': 45.4, 'identifier': 'L_sevan', 'start_date': '1995-06-18 01:32'}"
160,161,Sobradino,hydroweb,"{'basin': 'Sao-Francisco', 'source': 'hydroweb', 'status': 'research', 'country': 'Brazil', 'end_date': '2015-02-13 18:05', 'latitude': -9.73, 'lake_name': 'Sobradino', 'longitude': -41.67, 'identifier': 'L_sobradino', 'start_date': '2002-10-09 01:11'}"
161,162,Soungari,hydroweb,"{'basin': 'Amur', 'source': 'hydroweb', 'status': 'operational', 'country': 'chine', 'end_date': '2020-10-05 01:26', 'latitude': 43.6, 'lake_name': 'Soungari', 'longitude': 126.93, 'identifier': 'L_soungari', 'start_date': '1992-10-19 19:12'}"
162,163,Sterkfontein,hydroweb,"{'basin': 'Orange', 'source': 'hydroweb', 'status': 'research', 'country': 'South Africa', 'end_date': '2019-12-04 13:17', 'latitude': -28.45, 'lake_name': 'Sterkfontein', 'longitude': 29.02, 'identifier': 'L_sterkfontein', 'start_date': '2008-07-21 00:46'}"
163,164,Superior,hydroweb,"{'basin': 'St-Lawrence', 'source': 'hydroweb', 'status': 'operational', 'country': 'USA&Canada', 'end_date': '2020-10-06 16:20', 'latitude': 47.5, 'lake_name': 'Superior', 'longitude': -87.5, 'identifier': 'L_superior', 'start_date': '1992-09-27 02:35'}"
